1 Level,2 Level,3 Level,4 Level,5 Level,6 Level,7 Level,8 Level,9 Level,10 Level,11 Level,12 Level,13 Level,14 Level,FoodON URI
,condiment food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001133
,,bay leaf,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003802
,,,indian bay leaf,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003805
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,bean,,,,,,,,,FOODON_00002753
,,,,,,common bean,,,,,,,,FOODON_00003403
,,,,,,,yellow bean,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000093
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,fungus food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001143
,,organism,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0100026
,,,organismal source,,,,,,,,,,,FOODON_03411564
,,,,fungus,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411261
,,,,,ascomycetes,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03412034
,,,,,,morel mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03412032
,,,,,,,early morel,,,,,,,http://purl.obolibrary.org/obo/FOODON_03412024
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,cereal food product,,,,,,,,,FOODON_00001709
,,,,,,wheat cereal food product,,,,,,,,FOODON_00002352
,,,,,,,bulgur,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003143
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,tomato,,,,,,,,,,FOODON_03301453
,,,,,tomato (raw),,,,,,,,,FOODON_03309927
,,,,,,grape tomato (raw),,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003299
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,game animal food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002477
,,,,venison,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002935
,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,prepared food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001180
,,haggis,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002826
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,oyster mushroom genus,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411632
,,,,,,,golden oyster mushroom,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414552
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant seed vegetable food product,,,,,,,,,,,FOODON_00002153
,,,,vegetable corn food product,,,,,,,,,,FOODON_00001765
,,,,,field corn food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001845
,,,,,,grits,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003058
,,,,,,,
food product by process,,,,,,,,,,,,,,FOODON_00002645
,bakery food product,,,,,,,,,,,,,FOODON_00001626
,,cake food product,,,,,,,,,,,,FOODON_00001278
,,,tiramisu,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003275
,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,processed meat food product,,,,,,,,,,,,,FOODON_00001010
,,meat sausage food product,,,,,,,,,,,,FOODON_00001007
,,,animal product sausage,,,,,,,,,,,FOODON_00001605
,,,,bratwurst,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002911
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,dairy food product,,,,,,,,,,,FOODON_00001256
,,,,cheese food product,,,,,,,,,,FOODON_00001013
,,,,,feta cheese food product,,,,,,,,,FOODON_00004106
,,,,,,feta cheese,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03307280
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,nut food product,,,,,,,,,,,FOODON_00001172
,,,,walnut food product,,,,,,,,,,FOODON_00002338
,,,,,walnut,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301364
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,invertebrate animal food product,,,,,,,,,,,,FOODON_00001176
,,,shellfish food product,,,,,,,,,,,FOODON_00001293
,,,,crustacean food product,,,,,,,,,,FOODON_00001792
,,,,,crab food product,,,,,,,,,FOODON_00001785
,,,,,,crab,,,,,,,,FOODON_03411335
,,,,,,,rock crab family,,,,,,,http://purl.obolibrary.org/obo/FOODON_03412351
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,pomaceous fruit food product,,,,,,,,,,FOODON_00001158
,,,,,pear food product,,,,,,,,,FOODON_00002101
,,,,,,pear (whole or pieces),,,,,,,,FOODON_00002488
,,,,,,,pear,,,,,,,FOODON_00003041
,,,,,,,,common pear,,,,,,http://purl.obolibrary.org/obo/FOODON_00003576
,,,,,,,,,anjou pear,,,,,http://purl.obolibrary.org/obo/FOODON_00004230
,,,,,,,,,,anjou pear (raw),,,,http://purl.obolibrary.org/obo/FOODON_00004231
,,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,guar plant food product,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00004340
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,fungus food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001143
,,organism,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0100026
,,,organismal source,,,,,,,,,,,FOODON_03411564
,,,,fungus,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411261
,,,,,ascomycetes,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03412034
,,,,,,morel mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03412032
,,,,,,,morel mushroom (raw),,,,,,,http://purl.obolibrary.org/obo/FOODON_00004255
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,dairy food product,,,,,,,,,,,FOODON_00001256
,,,,milk or milk based food product,,,,,,,,,,FOODON_00001257
,,,,,cow milk based food product,,,,,,,,,FOODON_00001771
,,,,,,cow milk cheese,,,,,,,,FOODON_00001127
,,,,,,,semihard cheese product,,,,,,,FOODON_00002230
,,,,,,,,provolone cheese,,,,,,http://purl.obolibrary.org/obo/FOODON_03302916
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,mammalian meat food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001006
,,,,sheep meat food product,,,,,,,,,,FOODON_00002236
,,,,,lamb meat food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001992
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,horse mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414535
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,pea,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301300
,,,,,,lathyrus pea,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003735
,,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,fermented beverage,,,,,,,,,,,,FOODON_00001094
,,,alcoholic beverage,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001579
,,,,fruit based alcoholic beverage,,,,,,,,,,FOODON_00001882
,,,,,grain based alcoholic beverage,,,,,,,,,FOODON_00001916
,,,,,,barley malt beverage,,,,,,,,FOODON_00002017
,,,,,,,barley malt beer beverage,,,,,,,FOODON_03301619
,,,,,,,,porter,,,,,,http://purl.obolibrary.org/obo/FOODON_03315627
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,cruciferous food product,,,,,,,,,,,,FOODON_00001169
,,,brassica food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003341
,,,,cauliflower food product,,,,,,,,,,FOODON_00001703
,,,,,cauliflower floret,,,,,,,,,FOODON_00003410
,,,,,,green cauliflower floret,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000057
,,,,,,,green cauliflower floret (raw),,,,,,,http://purl.obolibrary.org/obo/FOODON_03000058
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,algal food product,,,,,,,,,,,,,FOODON_00001184
,,red algae food product,,,,,,,,,,,,FOODON_03000275
,,,irish moss (raw),,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000276
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,spice,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03303380
,,,,spice mixture (whole or pieces),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03304292
,,,,,dhana jiru,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601070
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,rice food product,,,,,,,,,FOODON_00001185
,,,,,,wild rice food product,,,,,,,,FOODON_03301754
,,,,,,,wild rice kernel,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000252
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,berry food product,,,,,,,,,,FOODON_00001640
,,,,,grape berry food product,,,,,,,,,FOODON_00001170
,,,,,,grape extract,,,,,,,,FOODON_00001162
,,,,,,,grape must,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001071
,,,,,,,,white wine must,,,,,,http://purl.obolibrary.org/obo/FOODON_00004052
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,fish food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001248
,,,,fish product (unspecified species),,,,,,,,,,FOODON_03315173
,,,,,fish egg food product,,,,,,,,,FOODON_00001250
,,,,,,ilish egg,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00004270
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,oyster mushroom genus,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411632
,,,,,,,pearl oyster mushroom,,,,,,,http://purl.obolibrary.org/obo/FOODON_03413796
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,pomaceous fruit food product,,,,,,,,,,FOODON_00001158
,,,,,apple food product,,,,,,,,,FOODON_00001611
,,,,,,apple (whole or pieces),,,,,,,,FOODON_03310788
,,,,,,,apple,,,,,,,FOODON_00002473
,,,,,,,,Malus sieversii apple,,,,,,http://purl.obolibrary.org/obo/FOODON_00004185
,,,,,,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,multi-component plant food product,,,,,,,,,,,,,FOODON_03316579
,,plant based bakery food product,,,,,,,,,,,,FOODON_00002125
,,,plant seed based bakery food product,,,,,,,,,,,FOODON_00002151
,,,,grain based bakery food product,,,,,,,,,,FOODON_00001917
,,,,,wheat based bakery food product,,,,,,,,,FOODON_00002347
,,,,,,pancake or waffle food product,,,,,,,,FOODON_00002080
,,,,,,,potato waffle,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002536
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,bean,,,,,,,,,FOODON_00002753
,,,,,,jack bean,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002778
,,,,,,,
food material by characteristic,,,,,,,,,,,,,,FOODON_00002454
,food (raw),,,,,,,,,,,,,FOODON_03311126
,,tropical fruit,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003567
,,,wood apple,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003750
,,,,wood apple (raw),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03311596
,,,,,
food product by process,,,,,,,,,,,,,,FOODON_00002645
,food (comminuted),,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002754
,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,fermented beverage,,,,,,,,,,,,FOODON_00001094
,,,wine or wine-like food product,,,,,,,,,,,FOODON_00002364
,,,,grape based wine or wine-like food product,,,,,,,,,,FOODON_00001925
,,,,,grape wine,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301014
,,,,,,red wine,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03310272
,,,,,,,Gamay noir wine,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002621
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,invertebrate animal food product,,,,,,,,,,,,FOODON_00001176
,,,shellfish food product,,,,,,,,,,,FOODON_00001293
,,,,shellfish,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411433
,,,,,crustacean,,,,,,,,,FOODON_03411374
,,,,,,decapod,,,,,,,,FOODON_03411998
,,,,,,,shrimp,,,,,,,FOODON_03411237
,,,,,,,,penaeid shrimp family,,,,,,http://purl.obolibrary.org/obo/FOODON_03411081
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant root food product,,,,,,,,,,,,FOODON_00001147
,,,taro leaf,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003649
,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,multi-component plant food product,,,,,,,,,,,,,FOODON_03316579
,,multi-component wheat food product,,,,,,,,,,,,FOODON_00003395
,,,bread food product,,,,,,,,,,,FOODON_00001183
,,,,quick bread,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002665
,,,,,soda bread,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03316078
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,stone fruit food product,,,,,,,,,,FOODON_00002277
,,,,,pawpaw,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003710
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,invertebrate animal food product,,,,,,,,,,,,FOODON_00001176
,,,shellfish food product,,,,,,,,,,,FOODON_00001293
,,,,crustacean food product,,,,,,,,,,FOODON_00001792
,,,,,langostino food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001993
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,sumac food product,,,,,,,,,,,,FOODON_00004378
,,,rye kernel,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003734
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,shimeji mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414176
,,,,,,,hon-shimeji,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414534
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,algal food product,,,,,,,,,,,,,FOODON_00001184
,,seaweed food product,,,,,,,,,,,,FOODON_03000436
,,,aonori (raw),,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000277
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,muk,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03315292
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant leaf food product,,,,,,,,,,,FOODON_00002143
,,,,garden cress food product,,,,,,,,,,FOODON_03000034
,,,,,garden cress leaf,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000033
,,,,,,garden cress leaf (raw),,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000035
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant stem food product,,,,,,,,,,,,FOODON_00001175
,,,hoodia stem,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000011
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,solanaceous food product,,,,,,,,,,,,FOODON_00001165
,,,solanaceous root food product,,,,,,,,,,,FOODON_00001146
,,,,potato food product,,,,,,,,,,FOODON_00001148
,,,,,potato prepared food,,,,,,,,,FOODON_00002797
,,,,,,potato wedges,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002537
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,bean food product,,,,,,,,,,FOODON_00001635
,,,,,bean (whole or pieces),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301467
,,,,,,chickpea food product,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001199
,,,,,,,chickpea flour,,,,,,,FOODON_03304537
,,,,,,,,gram flour,,,,,,http://purl.obolibrary.org/obo/FOODON_03601071
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,mammalian meat food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001006
,,,,seal meat food product,,,,,,,,,,FOODON_00004159
,,,,,seal meat,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00004160
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,berry food product,,,,,,,,,,FOODON_00001640
,,,,,grape berry food product,,,,,,,,,FOODON_00001170
,,,,,,grape extract,,,,,,,,FOODON_00001162
,,,,,,,grape must,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001071
,,,,,,,,red wine must,,,,,,http://purl.obolibrary.org/obo/FOODON_00004051
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,pomaceous fruit food product,,,,,,,,,,FOODON_00001158
,,,,,apple food product,,,,,,,,,FOODON_00001611
,,,,,,apple (whole or pieces),,,,,,,,FOODON_03310788
,,,,,,,apple,,,,,,,FOODON_00002473
,,,,,,,,Tango apple,,,,,,http://purl.obolibrary.org/obo/FOODON_00002973
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant head vegetable food product,,,,,,,,,,,FOODON_00002142
,,,,cabbage head food product,,,,,,,,,,FOODON_00001677
,,,,,cabbage head,,,,,,,,,FOODON_00003406
,,,,,,swamp cabbage head,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000059
,,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,fermented beverage,,,,,,,,,,,,FOODON_00001094
,,,wine or wine-like food product,,,,,,,,,,,FOODON_00002364
,,,,grape based wine or wine-like food product,,,,,,,,,,FOODON_00001925
,,,,,grape wine,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301014
,,,,,,red wine,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03310272
,,,,,,,Blaufränkisch wine,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002864
,,,,,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,multi-component plant food product,,,,,,,,,,,,,FOODON_03316579
,,plant product based flavoring or seasoning,,,,,,,,,,,,FOODON_00002145
,,,morinda powder,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00004099
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,squash food product,,,,,,,,,FOODON_00002271
,,,,,,squash,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003539
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,sumac food product,,,,,,,,,,,,FOODON_00004378
,,,sumac berry,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003733
,,,,
food product component,,,,,,,,,,,,,,FOODON_00001714
,casing or rind,,,,,,,,,,,,,FOODON_03530102
,,food rind or crust,,,,,,,,,,,,FOODON_03530071
,,,cheese rind,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003842
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,avocado,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003600
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,bean,,,,,,,,,FOODON_00002753
,,,,,,lupine bean,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003737
,,,,,,,white lupine bean,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003757
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,nut food product,,,,,,,,,,,FOODON_00001172
,,,,cashew nut food product,,,,,,,,,,FOODON_00001688
,,,,,cashew milk,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003866
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,dairy food product,,,,,,,,,,,FOODON_00001256
,,,,milk or milk based food product,,,,,,,,,,FOODON_00001257
,,,,,cow milk based food product,,,,,,,,,FOODON_00001771
,,,,,,cow milk cheese,,,,,,,,FOODON_00001127
,,,,,,,semisoft cheese product,,,,,,,FOODON_00002231
,,,,,,,,Monterey Jack cheese product,,,,,,FOODON_00004235
,,,,,,,,,Monterey Jack cheese (pasteurized),,,,,http://purl.obolibrary.org/obo/FOODON_03302918
,,,,,,,,,,
food product by process,,,,,,,,,,,,,,FOODON_00002645
,food (fermented),,,,,,,,,,,,,FOODON_00001258
,,fermented fish or seafood food product,,,,,,,,,,,,FOODON_00001054
